بالعند فيك,compound_neg,1,0
بالعند فيكم,compound_neg,1,0
بالعند فيكي,compound_neg,1,0
بتاع كلام,compound_neg,1,0
بتاع مصلحته,compound_neg,1,0
بتاع مصلحه,compound_neg,1,0
بتلاته مليم,compound_neg,1,0
بتلحس جزم,compound_neg,1,0
بتلعب علي,compound_neg,1,0
بتلقح كلام,compound_neg,1,0
بتوع مصالح,compound_neg,1,0
بتوع مصلحتكم,compound_neg,1,0
بتوع مصلحتهم,compound_neg,1,0
بتوع مصلحه,compound_neg,1,0
بدون طعم,compound_neg,0,1
بدون محتوي,compound_neg,0,1
بعد ايه,compound_neg,1,0
بلا خوته,compound_neg,1,0
بلا خيبه,compound_neg,1,0
بلا هدف,compound_neg,0,1
بلا وكسه,compound_neg,1,0
بلاش قرف,compound_neg,1,0
بن المره,compound_neg,1,0
بنت جزمه,compound_neg,1,0
بيضحك علي,compound_neg,1,0
بيعيد و يزيد,compound_neg,1,0
بيلحس جزم,compound_neg,1,0
بيلقح كلام,compound_neg,1,0
بيئه اوى,compound_neg,1,0
بيئه جدا,compound_neg,1,0
تاعب نفسه ع الفاضي,compound_neg,1,0
تاعب نفسه علي الفاضي,compound_neg,1,0
تأنيب ضمير,compound_neg,0,1
تبا لك,compound_neg,0,1
تبا لكم,compound_neg,0,1
تجار دين,compound_neg,0,1
تجربه مريره,compound_neg,0,1
تحرق الدم,compound_neg,1,0
تحرقلي دمي,compound_neg,1,0
تحس علي دمها,compound_neg,1,0
تربية شوارع,compound_neg,1,0
تشويه السمعه,compound_neg,0,1
تصفية حسابات,compound_neg,1,0
تصلب الشرايين,compound_neg,0,1
تضحك علينا,compound_neg,1,0
تطلع عين,compound_neg,1,0
تطلع عينها,compound_neg,1,0
تطلع عينو,compound_neg,1,0
تعبلي اعصابي,compound_neg,1,0
تفكير منحط,compound_neg,1,0
تقل دم,compound_neg,1,0
تقيل علي قلبي,compound_neg,1,0
توب علينا يا رب,compound_neg,1,0
تيجي علي,compound_neg,1,0
تيجي علي حد,compound_neg,1,0
تيجي علي كرامتك,compound_neg,1,0
تيجي علي نفسك,compound_neg,1,0
جاب اخره,compound_neg,1,0
جاب ضلفها,compound_neg,1,0
جاب ورا,compound_neg,1,0
جاتنا نيله في حظنا الهباب ,compound_neg,1,0
جت علي دي,compound_neg,1,0
جتك القرف,compound_neg,1,0
جتك نيله,compound_neg,1,0
جتكم القرف,compound_neg,1,0
جتكم نيله,compound_neg,1,0
جتكو القرف,compound_neg,1,0
جتكو نيله,compound_neg,1,0
جتنا نيله,compound_neg,1,0
جتنك خيبه,compound_neg,1,0
جتنكم خيبه,compound_neg,1,0
جتني خيبه,compound_neg,1,0
جتها نيله,compound_neg,1,0
جمهوريه الموز,compound_neg,0,1
جن جنونه,compound_neg,0,1
جن جنونها,compound_neg,0,1
جنان رسمي,compound_neg,1,0
جنون العظمة,compound_neg,0,1
جيت علي الجرح,compound_neg,1,0
حاجه تجنن,compound_neg,1,0
حاجه تعل,compound_neg,1,0
حاجه تكسف,compound_neg,1,0
حاجه غلط,compound_neg,1,0
حافظ مش فاهم,compound_neg,1,0
حب من طرف واحد,compound_neg,0,1
حباله طويله,compound_neg,1,0
حد وجهلك كلام,compound_neg,1,0
حرام عليك,compound_neg,0,1
حرام عليكم,compound_neg,0,1
حرقلي دمي,compound_neg,1,0
حسبنا الله,compound_neg,0,1
حسبنا الله ونعم الوكيل,compound_neg,0,1
حسبي الله,compound_neg,0,1
حسبي الله ونعم الوكيل,compound_neg,0,1
حق غير شرعي,compound_neg,0,1
حموت بغيظي,compound_neg,1,0
خساره مابعدها خساره,compound_neg,1,0
خطأ فادح,compound_neg,0,1
خطوات كبيره للوراء,compound_neg,0,1
خليك عاقل,compound_neg,1,0
خليك واضح,compound_neg,1,0
خليني ساكت,compound_neg,1,0
خيال مآته,compound_neg,1,0
خيبه أمل,compound_neg,0,1
داهيه تاخدك,compound_neg,1,0
دم تقيل,compound_neg,1,0
دمه تقيل,compound_neg,1,0
دمها تقيل,compound_neg,1,0
دمهم تقيل,compound_neg,1,0
دموع تماسيح ,compound_neg,0,1
ده آخره,compound_neg,1,0
ده تو ماتش,compound_neg,1,0
ده مستواكم,compound_neg,1,0
دهيه تاخدك,compound_neg,1,0
دون المستوى,compound_neg,0,1
ذمتك استك,compound_neg,1,0
ذمتكم استك,compound_neg,1,0
ذمته استك,compound_neg,1,0
راجل اخطبوط,compound_neg,1,0
ربنا ياخدك,compound_neg,1,0
ربنا يخد,compound_neg,1,0
ربنا يخدك,compound_neg,1,0
ربنا يخدكم,compound_neg,1,0
ربنا يخده,compound_neg,1,0
ربنا يهده,compound_neg,1,0
ربنا يهدي,compound_neg,0,1
ربنا يهديك,compound_neg,1,0
رجاله شمال,compound_neg,1,0
رنوه علقه,compound_neg,1,0
روحي طلعت,compound_neg,1,0
ريبورت سبام,compound_neg,1,0
زغرطي يا انشراح,compound_neg,1,0
زي النيله,compound_neg,1,0
ستين نيله,compound_neg,1,0
سد نفسي,compound_neg,1,0
سعر مجنون,compound_neg,0,1
سعر مرتفع,compound_neg,0,1
سفك الدماء,compound_neg,0,1
سليط اللسان,compound_neg,0,1
سوء الاداره,compound_neg,0,1
سوء التصرف,compound_neg,0,1
سوء الحظ,compound_neg,0,1
سوء السلوك,compound_neg,0,1
سوء السمعه,compound_neg,0,1
سوء الفهم,compound_neg,0,1
سوء سلوك,compound_neg,0,1
سوء فهم,compound_neg,0,1
سيء السمعه,compound_neg,0,1
شايل من,compound_neg,1,0
شر البليه ما يضحك,compound_neg,0,1
شكلك وحش,compound_neg,1,0
شويه ضمير,compound_neg,1,0
صفر علي الشمال,compound_neg,0,1
صفر كبير,compound_neg,0,1
ضحاله الفكر,compound_neg,0,1
ضحك عليا,compound_neg,1,0
ضحك عليك,compound_neg,1,0
ضحك علينا,compound_neg,1,0
ضرب الجزم,compound_neg,1,0
ضرب تحت الحزام,compound_neg,1,0
ضربه علي قفاه,compound_neg,1,0
ضمايرها ماتت,compound_neg,1,0
ضمايرهم ماتت,compound_neg,1,0
ضميرها ميت,compound_neg,1,0
ضيعت وقتي,compound_neg,1,0
طابور خامس,compound_neg,1,0
طامه كبري,compound_neg,0,1
طب بالذمه,compound_neg,1,0
طلع عين,compound_neg,1,0
طلعان عين,compound_neg,1,0
طويل اللسان,compound_neg,0,1
ع الفاضي,compound_neg,1,0
عار عليك ,compound_neg,0,1
عار عليكم,compound_neg,0,1
عامل فيها,compound_neg,1,0
عامل نفسه من بنها,compound_neg,1,0
عبره لغيرك,compound_neg,0,1
عبره لغيره,compound_neg,0,1
عبره لغيرهم,compound_neg,0,1
عبره لكل,compound_neg,0,1
عدم اكتمال,compound_neg,0,1
عدم الالتزام,compound_neg,0,1
عدم الأمان,compound_neg,0,1
عدم الأمانه,compound_neg,0,1
عدم القدره,compound_neg,0,1
عدم الكفاءه,compound_neg,0,1
عدم النضج,compound_neg,0,1
عدم انتظام,compound_neg,0,1
عدم إستقرار,compound_neg,0,1
عدم ثقه,compound_neg,0,1
عدم رغبه,compound_neg,0,1
عدم صحه,compound_neg,0,1
عدم ملائمه,compound_neg,0,1
عزبه ابوهم,compound_neg,1,0
عشان تتربي,compound_neg,1,0
عشان يتربي,compound_neg,1,0
عقاب رادع,compound_neg,0,1
عقده الخواجه,compound_neg,1,0
علي الحركرك,compound_neg,1,0
علي الفاضي,compound_neg,1,0
علي جثتنا,compound_neg,1,0
علي جثتي,compound_neg,1,0
علي راسه بطحه,compound_neg,1,0
علي راسه ريشه,compound_neg,1,0
علي عينك يا تاجر,compound_neg,1,0
علي قلبه مراوح,compound_neg,1,0
عليه العوض,compound_neg,1,0
عوضنا علي الله,compound_neg,0,1
غصب عن,compound_neg,1,0
غطيني و صوتي,compound_neg,1,0
غطيني وصوتي,compound_neg,1,0
غلطه عمري,compound_neg,1,0
غير مجدي,compound_neg,0,1
غير مناسب,compound_neg,0,1
فاكر نفسه ايه,compound_neg,1,0
فرخه دايخه,compound_neg,1,0
في الاحلام,compound_neg,0,1
في المشمش,compound_neg,1,0
في نص هدومه,compound_neg,1,0
فيك كل العبر,compound_neg,1,0
فيكم كل العبر,compound_neg,1,0
فيه كل العبر,compound_neg,1,0
قاعد علي قلبه,compound_neg,1,0
قاعد علي قلبي,compound_neg,1,0
قعد علي قلبهم,compound_neg,1,0
قلب علي المواجع,compound_neg,1,0
قلب عليا المواجع,compound_neg,1,0
قلب عليكم المواجع,compound_neg,1,0
قلب علينا المواجع,compound_neg,1,0
قلبك حجر,compound_neg,0,1
قلبكم حجر,compound_neg,0,1
قلبي اتحرق,compound_neg,0,1
قلبي وجعني,compound_neg,1,0
قلشت منك,compound_neg,1,0
قله ادب,compound_neg,0,1
قله ادبك,compound_neg,0,1
قله ذوق,compound_neg,0,1
قلوب حجر,compound_neg,0,1
قلوبكم حجر,compound_neg,0,1
قليل الادب,compound_neg,0,1
قليله الادب,compound_neg,0,1
كابس علي نفسنا,compound_neg,1,0
كان احسن,compound_neg,1,0
كان من الاول,compound_neg,1,0
كده تو ماتش,compound_neg,1,0
كرسي في الكلوب,compound_neg,1,0
كلام فارغ ,compound_neg,1,0
كلام فاضي,compound_neg,1,0
كما تدين تدان,compound_neg,0,1
لا إحساس,compound_neg,1,0
لا أساس له,compound_neg,0,1
لا أنصح,compound_neg,0,1
لا بيودي ولا يبجيب,compound_neg,1,0
لا ترقي,compound_neg,0,1
لا تستحق,compound_neg,0,1
لا تعليق,compound_neg,0,1
لا تليق,compound_neg,0,1
لا تمثلني,compound_neg,0,1
لا حول و لا قوه الا بالله,compound_neg,0,1
لا حياه لمن تنادي,compound_neg,0,1
لا روح فيه,compound_neg,0,1
لا ضمير,compound_neg,1,0
لا طعم له,compound_neg,0,1
لا عزاء,compound_neg,0,1
لا مبالاه,compound_neg,0,1
لا مبرر له,compound_neg,0,1
لا ياشيخ,compound_neg,1,0
لا يطاق,compound_neg,0,1
لا يمثلني,compound_neg,0,1
لاانصح,compound_neg,0,1
لاإحساس,compound_neg,1,0
لاتمثلني,compound_neg,0,1
لازم تتربي,compound_neg,1,0
لازم يتربي,compound_neg,1,0
لاضمير,compound_neg,1,0
لاعقلانيه,compound_neg,0,1
لايمثلني,compound_neg,0,1
لبس في الحيطه,compound_neg,1,0
لبست في الحيطه,compound_neg,1,0
لبسنا في الحيطه,compound_neg,1,0
لتقل خيرا او لتصمت,compound_neg,0,1
لسانه طويل,compound_neg,1,0
لسه فاكر,compound_neg,1,0
لعنه الله ,compound_neg,0,1
لف ودوران,compound_neg,1,0
لقح كلام,compound_neg,1,0
ليه كده,compound_neg,1,0
ليه يا تري يا هل تري,compound_neg,1,0
ليه يعني,compound_neg,1,0
ليهم عين,compound_neg,1,0
ما أغلظك,compound_neg,0,1
ما أنزل الله بها من سلطان,compound_neg,0,1
ما حدش هيسال فيا,compound_neg,1,0
ما حدش هيسال فيك,compound_neg,1,0
ما حدش هيسال فيكم,compound_neg,1,0
ما عندكش شخصيه,compound_neg,1,0
ما عندكيش شخصيه,compound_neg,1,0
ما فيش فايده,compound_neg,1,0
ما هذا,compound_neg,0,1
ما يصحش,compound_neg,1,0
مات الكلام,compound_neg,1,0
ماتحسن ملافظك,compound_neg,1,0
ماضفتش جديد,compound_neg,1,0
ماعندكش دم,compound_neg,1,0
ماعندكش شخصيه,compound_neg,1,0
ماعندكيش دم,compound_neg,1,0
ماعندكيش شخصيه,compound_neg,1,0
مافيش فايده,compound_neg,1,0
ماكنتش مبسوطه,compound_neg,1,0
ماكنش العشم,compound_neg,1,0
ماكنش مبسوط,compound_neg,1,0
مبالغ فيه,compound_neg,0,1
مبقاش يفرق,compound_neg,1,0
مبيحسوش,compound_neg,1,0
متعقدنيش ,compound_neg,1,0
متعقدهاش ,compound_neg,1,0
مثير للاشمئزاز,compound_neg,0,1
مثير للشفقه,compound_neg,0,1
محاوله فاشله,compound_neg,0,1
محتاج يتربي,compound_neg,1,0
محتاجه تتربي,compound_neg,1,0
محد فهم,compound_neg,1,0
محدش عارف حاجه,compound_neg,1,0
محدش فاهم,compound_neg,1,0
محدش هيسال فيا,compound_neg,1,0
محدش هيسال فيك,compound_neg,1,0
محدش هيعبرك,compound_neg,1,0
محدود الذكاء,compound_neg,0,1
محدوده الذكاء,compound_neg,0,1
محدودي الذكاء,compound_neg,0,1
مختل عقليا,compound_neg,0,1
مخه صغير,compound_neg,1,0
مخيب للامال,compound_neg,0,1
مر مرور الكرام,compound_neg,0,1
مرض اجتماعي,compound_neg,0,1
مزبله التاريخ,compound_neg,0,1
مزودها شويه,compound_neg,1,0
مستواه انخفض,compound_neg,0,1
مستواه نزل,compound_neg,1,0
مستواها نزل,compound_neg,1,0
مسلطين علي,compound_neg,1,0
مش اوي,compound_neg,1,0
مش طايق,compound_neg,1,0
مش طايق نفسه,compound_neg,1,0
مش طايق نفسي,compound_neg,1,0
مش طايقاك,compound_neg,1,0
مش عيب عليك,compound_neg,1,0
مش عيب عليكم,compound_neg,1,0
مش فاهم,compound_neg,1,0
مش فاهم حاجه,compound_neg,1,0
مش كفايه,compound_neg,1,0
مش لاقي اللضي,compound_neg,1,0
مش متربي ,compound_neg,1,0
مش مستحمله,compound_neg,1,0
مش ناقص,compound_neg,1,0
مش ناقصاك,compound_neg,1,0
مش ناقصك,compound_neg,1,0
مش ناقصه,compound_neg,1,0
مش هيعبرك,compound_neg,1,0
مش ولا بد,compound_neg,1,0
مش ولابد,compound_neg,1,0
مشاعر متناقضه,compound_neg,0,1
مع الأسف,compound_neg,0,1
معندكش دم,compound_neg,1,0
معندكيش دم,compound_neg,1,0
معندهاش إحساس,compound_neg,1,0
معندهاش دم,compound_neg,1,0
معندهاش ضمير,compound_neg,1,0
معندهمش دم,compound_neg,1,0
معندهوش إحساس,compound_neg,1,0
معندهوش دم,compound_neg,1,0
معندهوش ضمير,compound_neg,1,0
معندهومش إحساس,compound_neg,1,0
معندهومش دم,compound_neg,1,0
معندهومش ضمير,compound_neg,1,0
معندوش دم,compound_neg,1,0
مفيش إحساس,compound_neg,1,0
مفيش ضمير,compound_neg,1,0
مفيش فايده,compound_neg,1,0
مفيهوش روح,compound_neg,1,0
من سيء الي اسوء,compound_neg,0,1
"من غير لف ودوران
",compound_neg,1,0
منتظرين منها إيه,compound_neg,1,0
منظره فاضيه,compound_neg,1,0
منفاخ محمي,compound_neg,1,0
منك لله ,compound_neg,0,1
منكم لله,compound_neg,0,1
منه لله,compound_neg,0,1
منها لله,compound_neg,0,1
منهم لله,compound_neg,0,1
منيل بنيله,compound_neg,1,0
موت بغيظك,compound_neg,0,1
موتوا بغيظكم,compound_neg,0,1
مودي وحش,compound_neg,1,0
ميتين ابوه,compound_neg,1,0
ميتين امه,compound_neg,1,0
ميتين اهلك,compound_neg,1,0
مين ده,compound_neg,1,0
ناس بيئه,compound_neg,1,0
نزل من عيني,compound_neg,1,0
نشطاء السبوبه,compound_neg,1,0
نظريه المؤامره,compound_neg,0,1
نقطنا بسكاتك,compound_neg,1,0
نهار اسود,compound_neg,1,0
نهارك مش فايت,compound_neg,1,0
نهاركم اسود,compound_neg,1,0
نهايته سودا,compound_neg,1,0
هات ضلفها,compound_neg,1,0
هذي والله,compound_neg,1,0
هو استفاد ايه,compound_neg,1,0
هو في ايه,compound_neg,1,0
هو مفيش غير,compound_neg,1,0
هوه ده الي ربنا قدركم عليه,compound_neg,1,0
هي استفادت ايه,compound_neg,1,0
هي ناقصه,compound_neg,1,0
هيطلع ايه يعني ,compound_neg,1,0
واقف في زوري ,compound_neg,1,0
واللي بيتشددولهم,compound_neg,1,0
وانا ليه,compound_neg,1,0
وصمه عار,compound_neg,0,1
ولا اعمل ايه,compound_neg,1,0
ولاد مره,compound_neg,1,0
ولاد وسخه,compound_neg,1,0
يا بت,compound_neg,1,0
يا بعيد,compound_neg,1,0
يا خبر اسود,compound_neg,1,0
يا خسارتك,compound_neg,1,0
يا خسارتكم,compound_neg,1,0
يا خساره,compound_neg,1,0
يا رب توب علينا,compound_neg,1,0
يا روح امك,compound_neg,1,0
يا روح اومك,compound_neg,1,0
يا روح أمكم,compound_neg,1,0
يا روح خالتك,compound_neg,1,0
يا روح طنط,compound_neg,1,0
يا ساتر,compound_neg,0,1
يا ستار,compound_neg,0,1
يا فرحه ما تمت,compound_neg,1,0
يا لهوي,compound_neg,1,0
يا ناصح,compound_neg,0,1
يا نهار اسود,compound_neg,1,0
يابت,compound_neg,1,0
ياخسارتك,compound_neg,1,0
ياخسارتكم,compound_neg,1,0
ياخساره,compound_neg,1,0
ياكش تولع,compound_neg,1,0
ياكش يولعوا,compound_neg,1,0
ياما تحت السهاوي دهاوي,compound_neg,1,0
يانهار اسود,compound_neg,1,0
يانهر اسود,compound_neg,1,0
يحرق الدم,compound_neg,0,1
يحرقلي دمي,compound_neg,1,0
يخبط دماغه فالحيط,compound_neg,1,0
يخرب بيت,compound_neg,1,0
يخرب بيتك,compound_neg,1,0
يخرب بيوتكم,compound_neg,1,0
يسقط يسقط,compound_neg,0,1
يضحك علينا,compound_neg,1,0
يضحكوا علينا,compound_neg,1,0
يطلع عين,compound_neg,1,0
يطلع عينو,compound_neg,1,0
يعني ايه,compound_neg,1,0
يكحلها عماها,compound_neg,1,0
يلعن ابو,compound_neg,1,0
يلعن سلسفيل,compound_neg,1,0
يمهل و لا يهمل,compound_neg,0,1
يمهل ولا يهمل,compound_neg,0,1
ييجي علي,compound_neg,1,0
 اغلي الناس,compound_pos,0,1
 ضميرها صاحي,compound_pos,0,1
 يا كبير,compound_pos,1,0
ابن اصول,compound_pos,0,1
ابن حلال,compound_pos,0,1
ابن ناس,compound_pos,0,1
اجازه سعيده,compound_pos,0,1
اجمل الاماني,compound_pos,0,1
اجمل التهاني,compound_pos,0,1
احلي حاجه,compound_pos,1,0
احلي واحد,compound_pos,1,0
احنا معاك,compound_pos,1,0
اخلاق كريمه,compound_pos,0,1
اخلاق نبيله,compound_pos,0,1
ادها وادود,compound_pos,1,0
ارق التهاني,compound_pos,0,1
ارق انسان,compound_pos,0,1
ارق حبيب,compound_pos,0,1
ارق قلب,compound_pos,0,1
ارق كلمه,compound_pos,0,1
ارق ناس,compound_pos,0,1
ارق واحد,compound_pos,0,1
استبشرخير,compound_pos,0,1
اشرف ناس,compound_pos,0,1
اشرف واحد,compound_pos,0,1
الحلم يتحقق,compound_pos,0,1
الحمد لله,compound_pos,0,1
الحمدلله,compound_pos,0,1
الذوق الرفيع,compound_pos,0,1
الرضا عن النفس,compound_pos,0,1
الف شكر,compound_pos,0,1
القادم أجمل,compound_pos,0,1
الله اكبر,compound_pos,0,1
الله الله,compound_pos,0,1
الله عليك,compound_pos,0,1
الله عليكم,compound_pos,1,0
الله عليه,compound_pos,1,0
الله يحفظك,compound_pos,0,1
الله يحفظكم,compound_pos,0,1
الله يحفظه,compound_pos,0,1
الله يحميك,compound_pos,0,1
الله يحميكم,compound_pos,0,1
الله يحميه,compound_pos,0,1
الله يخليك,compound_pos,0,1
الله يخليكم,compound_pos,0,1
الله يخليه,compound_pos,0,1
الله يزيد,compound_pos,0,1
الله يفتح عليك,compound_pos,1,0
الله يقويهم,compound_pos,0,1
الله يكون في عون,compound_pos,0,1
الله يمسيك بالخير,compound_pos,1,0
الله يمسيه بالخير,compound_pos,1,0
الله ينور,compound_pos,1,0
الله يوعدنا,compound_pos,1,0
اللهم احفظ,compound_pos,0,1
اللي جاي احلي,compound_pos,1,0
الناس الجامده,compound_pos,1,0
الي الامام,compound_pos,0,1
انا معاك,compound_pos,1,0
انصح به,compound_pos,0,1
اول الغيث قطره ,compound_pos,1,0
ايد واحده,compound_pos,1,0
ايوا بقا,compound_pos,1,0
ايوه كده,compound_pos,1,0
إصرار وعزيمه,compound_pos,0,1
أطال الله,compound_pos,0,1
أعز الناس,compound_pos,0,1
أعز إنسان,compound_pos,0,1
أهو كده,compound_pos,1,0
بارك الله فيك,compound_pos,0,1
بتفكر صح,compound_pos,1,0
بتفهم في الأصول ,compound_pos,1,0
بتقول حكم,compound_pos,1,0
بتونس بك,compound_pos,1,0
بحبك موت,compound_pos,1,0
بر الامان,compound_pos,0,1
بعيط من الفرحه,compound_pos,1,0
بفكر صح,compound_pos,1,0
بفكر فيك,compound_pos,1,0
بكره احلي,compound_pos,1,0
بكل تواضع,compound_pos,0,1
بلاش تبعد,compound_pos,1,0
بموت فيك,compound_pos,1,0
بموت فيكي,compound_pos,1,0
بنت اصول,compound_pos,1,0
بنت ناس,compound_pos,1,0
بيعيط من الفرحه,compound_pos,1,0
بيفكر صح,compound_pos,1,0
بيفهم في الأصول ,compound_pos,1,0
بيقول حكم,compound_pos,1,0
تبارك الخالق,compound_pos,0,1
تبارك الخلاق,compound_pos,0,1
تبارك الرحمن,compound_pos,0,1
تبارك الله ,compound_pos,0,1
تحسن كبير,compound_pos,0,1
تحسن ملموس,compound_pos,0,1
تحسن واضح,compound_pos,0,1
تحقق الحلم,compound_pos,0,1
تحيه طيبه,compound_pos,0,1
تستاهل كل خير,compound_pos,1,0
تستاهلوا كل خير,compound_pos,1,0
تسلم اديك,compound_pos,1,0
تسلم ايدك,compound_pos,1,0
تشرح القلب,compound_pos,0,1
تصبحوا ع خير,compound_pos,1,0
تصبحوا ع سعاده,compound_pos,1,0
تصبحوا علي خير,compound_pos,0,1
تصبحوا علي سعاده,compound_pos,0,1
تصفيه الاذهان,compound_pos,0,1
تصفيه القلب,compound_pos,0,1
تصفيه النفوس,compound_pos,0,1
تعبك راحه,compound_pos,1,0
تفكيرك صح ,compound_pos,1,0
تفكيرك في محله,compound_pos,1,0
تيجي علي بالي,compound_pos,1,0
ثقه بالنفس,compound_pos,0,1
جامد اوي,compound_pos,1,0
جزاك الله خيرا,compound_pos,0,1
جزل العطايا,compound_pos,0,1
حاجه تشرح,compound_pos,1,0
حاجه حلوه,compound_pos,1,0
حب كتير,compound_pos,1,0
حبياب قلبي,compound_pos,0,1
حبيب قلبي,compound_pos,0,1
حبيبه قلبي,compound_pos,0,1
حج مبرور,compound_pos,0,1
حجر الأساس,compound_pos,0,1
حر طليق,compound_pos,0,1
حسن السمعه,compound_pos,0,1
حسن نيه,compound_pos,0,1
حضن كبير,compound_pos,1,0
حفظه الله,compound_pos,0,1
حقك عليا,compound_pos,1,0
حمد الله ع السلامه ,compound_pos,1,0
حمد الله علي السلامه ,compound_pos,1,0
حمد الله علي سلامتك ,compound_pos,1,0
حمد الله علي سلامتكم ,compound_pos,1,0
حموت من الضحك,compound_pos,1,0
حياه قلبي,compound_pos,1,0
خلق عالي,compound_pos,0,1
خلق نبيل,compound_pos,0,1
دا انتي تامري,compound_pos,1,0
دام عزك ,compound_pos,0,1
دعوة كريمة ,compound_pos,1,0
دماغه عاليه,compound_pos,1,0
دماغها حلوه,compound_pos,1,0
دماغها عاليه,compound_pos,1,0
دمك خفيف,compound_pos,1,0
دمه خفيف,compound_pos,1,0
دموع الفرح,compound_pos,0,1
ده فنان,compound_pos,1,0
دور فعال,compound_pos,0,1
دي فنانه,compound_pos,1,0
ذكريات جميله,compound_pos,0,1
ذوقك عالي,compound_pos,1,0
راحه البال,compound_pos,0,1
راضي عن,compound_pos,0,1
راضي عنك,compound_pos,0,1
رافع راسنا,compound_pos,1,0
رب العرش العظيم,compound_pos,0,1
ربك كريم,compound_pos,1,0
ربنا ما يحرمني,compound_pos,1,0
ربنا معاك,compound_pos,1,0
ربنا معاكم,compound_pos,1,0
ربنا نفخ في صورته,compound_pos,1,0
ربنا يبارك,compound_pos,0,1
ربنا يباركلك,compound_pos,1,0
ربنا يحمي,compound_pos,0,1
ربنا يحميك,compound_pos,0,1
ربنا يديم المحبه,compound_pos,1,0
ربنا يزيد,compound_pos,1,0
ربنا يزيد ويبارك,compound_pos,1,0
ربنا يزيدك,compound_pos,1,0
ربنا يسعدك,compound_pos,1,0
ربنا يفتح عليك,compound_pos,1,0
ربنا يفتح عليه,compound_pos,1,0
ربنا يكتر من,compound_pos,1,0
ربنا يكثر من,compound_pos,0,1
ربنا يكثرمن امثالك,compound_pos,0,1
ربنا يكرمك,compound_pos,1,0
